ID,area_type,availability,location,size,society,total_sqft,bath,balcony,price
2471,Super built-up  Area,21-Dec,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,35.0
7302,Super built-up  Area,18-Apr,Whitefield,4 BHK,Prtates,4003,6.0,3.0,300.0
4003,Super built-up  Area,Ready To Move,Banagiri Nagar,3 BHK,,1630,2.0,2.0,97.78
5363,Built-up  Area,Ready To Move,Puttappa Layout,4 Bedroom,,2675,4.0,2.0,290.0
9968,Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1187,2.0,1.0,38.0
1396,Super built-up  Area,Ready To Move,Doddathoguru,2 BHK,Prianhi,850,2.0,1.0,25.0
1489,Built-up  Area,Ready To Move,Srirampura,3 BHK,NRnoral,1756,3.0,3.0,100.0
5361,Super built-up  Area,Ready To Move,HAL 2nd Stage,3 BHK,,2100,3.0,,252.0
2884,Plot  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,1200,3.0,2.0,188.0
7691,Built-up  Area,Ready To Move,Kalyan nagar,2 BHK,,1250,2.0,2.0,65.0
1042,Built-up  Area,Ready To Move,Hessarghatta,5 Bedroom,,1600,4.0,0.0,125.0
9345,Built-up  Area,Ready To Move,Whitefield,2 BHK,Niborik,1030,2.0,2.0,44.0
573,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,LGestbo,2230,4.0,3.0,225.0
8889,Super built-up  Area,18-Dec,Whitefield,2 BHK,Prtates,1216,2.0,1.0,84.03
257,Super built-up  Area,17-Jun,Electronic City,2 BHK,Prarkun,1108,2.0,1.0,63.0
8107,Plot  Area,Ready To Move,Mahalakshmi Layout,4 Bedroom,,1050,1.0,0.0,35.0
8255,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,44.0
9185,Plot  Area,Ready To Move,Mico Layout,4 Bedroom,,3600,4.0,,330.0
8536,Built-up  Area,Ready To Move,Cambridge Layout,3 BHK,,1950,3.0,3.0,230.0
2835,Plot  Area,Ready To Move,Mathikere Extension,3 Bedroom,,3000,3.0,0.0,250.0
8074,Built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Shthi S,1150,2.0,0.0,44.0
2089,Super built-up  Area,18-Jan,Electronic City,3 BHK,Prarkun,1571,3.0,2.0,89.0
702,Super built-up  Area,18-Dec,JP Nagar,5 BHK,Pehtsa ,4400 - 6800,,,548.5
8887,Built-up  Area,Ready To Move,Singapura Village,2 BHK,Juoryma,850,2.0,0.0,34.0
503,Super built-up  Area,19-Dec,Hoodi,3 BHK,Caycend,1545,3.0,1.0,68.75
4984,Super built-up  Area,21-Jun,Vijayanagar,2 BHK,Saahaat,1046,2.0,1.0,75.0
9401,Built-up  Area,Ready To Move,Dasarahalli,3 BHK,Sooneoo,1950,3.0,2.0,125.0
1345,Super built-up  Area,Ready To Move,Hennur Road,3 BHK,SaireSa,2060,3.0,1.0,149.0
6453,Built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,PhestOn,2300,3.0,3.0,369.0
7435,Plot  Area,Ready To Move,Hebbal Kempapura,3 Bedroom,,1200,3.0,,125.0
2248,Super built-up  Area,19-Jul,Kanakpura Road,3 BHK,Soazak ,1592,3.0,,125.0
5712,Super built-up  Area,Ready To Move,Mallasandra,2 BHK,Shbhi S,905,2.0,1.0,40.0
6794,Built-up  Area,Ready To Move,Raja Rajeshwari Nagar,3 BHK,,3000,3.0,2.0,60.0
372,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,NadelCi,1050,2.0,1.0,65.0
9000,Super built-up  Area,Ready To Move,Kenchenahalli,1 BHK,AriosPa,700,1.0,1.0,35.0
4375,Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Rarthne,1391,2.0,2.0,64.5
2006,Plot  Area,Ready To Move,Seegehalli,2 Bedroom,,800,1.0,0.0,50.0
4429,Built-up  Area,Ready To Move,Murugeshpalya,4 BHK,IBaveen,3100,4.0,2.0,310.0
4463,Super built-up  Area,18-Dec,JP Nagar,3 BHK,Pehtsa ,3860,3.0,2.0,402.0
5736,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Prrry M,2403,5.0,,360.0
10541,Carpet  Area,20-Dec,Kanakpura Road,1 BHK,Roiti A,381 - 535,1.0,0.0,33.66
1459,Plot  Area,Ready To Move,Hebbal Kempapura,5 Bedroom,,2280,5.0,,200.0
6950,Super built-up  Area,Ready To Move,Anekal,2 BHK,,766,2.0,2.0,28.0
2102,Super built-up  Area,Ready To Move,Banaswadi,2 BHK,,1250,2.0,0.0,60.0
997,Plot  Area,18-Aug,ITPL,3 Bedroom,,1200,3.0,1.0,56.12
8726,Super built-up  Area,Ready To Move,Bhattarahalli,2 BHK,,905,2.0,2.0,50.0
9846,Super built-up  Area,Ready To Move,Whitefield,2 BHK,Sriffhi,1185,2.0,2.0,56.0
1176,Super built-up  Area,Ready To Move,Jaya Nagar East,3 BHK,Maens G,3095,3.0,3.0,350.0
10323,Super built-up  Area,Ready To Move,9th Phase JP Nagar,3 BHK,JSyane ,1571,3.0,2.0,65.0
551,Super built-up  Area,18-Apr,Munnekollal,2 BHK,Sadhii ,1102,2.0,2.0,53.67
744,Super built-up  Area,Ready To Move,Anekal,2 BHK,,656,2.0,1.0,22.0
3298,Built-up  Area,Ready To Move,Whitefield,2 BHK,SNadeAr,1150,2.0,0.0,55.0
6384,Super built-up  Area,19-Jan,7th Phase JP Nagar,2 BHK,,1187,2.0,1.0,59.0
8641,Plot  Area,Ready To Move,Sanjay nagar,4 Bedroom,,2700,4.0,2.0,350.0
10476,Built-up  Area,Ready To Move,Electronic City,3 Bedroom,,1400,3.0,1.0,90.0
3542,Super built-up  Area,Ready To Move,Green Glen Layout,2 BHK,GaentAp,1050,2.0,2.0,48.0
6202,Built-up  Area,Ready To Move,Ramamurthy Nagar,2 BHK,,700,2.0,1.0,33.0
4755,Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3.0,2.0,56.0
7837,Plot  Area,Ready To Move,Hebbal,4 Bedroom,,1200,4.0,2.0,225.0
9783,Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1205,2.0,2.0,29.0
8403,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,SodilDa,1804,3.0,2.0,150.0
4952,Super built-up  Area,Ready To Move,Hegde Nagar,3 BHK,SoitaCa,1847,3.0,2.0,135.0
4549,Super built-up  Area,18-May,BTM 2nd Stage,3 BHK,,1250,3.0,1.0,50.0
7077,Super built-up  Area,Ready To Move,Gollahalli,2 BHK,SuanaNa,1600,2.0,1.0,31.0
6249,Super built-up  Area,Ready To Move,Krishna Reddy Layout,3 BHK,ThntsAp,1250,3.0,1.0,55.0
5711,Plot  Area,18-Apr,2nd Block Jayanagar,4 Bedroom,,4920,5.0,2.0,1150.0
5748,Built-up  Area,Ready To Move,Gubbalala,5 BHK,MauilTr,2570,4.0,,141.0
693,Built-up  Area,Ready To Move,Avalahalli,3 BHK,Sohea A,2300,3.0,3.0,120.0
2533,Super built-up  Area,Ready To Move,Akshya Nagar,2 BHK,,1175,2.0,2.0,48.27
5603,Super built-up  Area,Ready To Move,Begur Road,2 BHK,Dhalsh ,1160,2.0,2.0,42.0
3443,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,2 BHK,,1143,2.0,2.0,65.0
982,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,1050,2.0,2.0,52.07
4031,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,52.0
9505,Super built-up  Area,18-Dec,Old Airport Road,4 BHK,Jaades ,2658,5.0,3.0,189.0
79,Built-up  Area,Ready To Move,ISRO Layout,6 Bedroom,,4400,6.0,3.0,250.0
5092,Super built-up  Area,19-Jan,Bannerghatta Road,3 BHK,Hiatei ,1486,3.0,1.0,83.22
91,Super built-up  Area,18-Dec,Electronic City,2 BHK,,1000,2.0,1.0,28.88
7432,Built-up  Area,Ready To Move,Brookefield,2 BHK,,1230,2.0,3.0,55.0
2266,Built-up  Area,Ready To Move,9th Phase JP Nagar,4 BHK,ImiteEl,5000,4.0,3.0,290.0
4081,Super built-up  Area,Ready To Move,Prithvi Layout,2 BHK,Prlmsge,1352,2.0,2.0,75.0
4345,Plot  Area,Ready To Move,Abbigere,5 Bedroom,,1200,4.0,1.0,98.0
5682,Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,93.0
261,Super built-up  Area,Ready To Move,Vijayanagar,3 BHK,JJortom,1500,3.0,2.0,75.5
2142,Super built-up  Area,18-Jul,Bannerghatta,4 BHK,Mamespa,3012,6.0,2.0,268.0
3337,Super built-up  Area,Ready To Move,Bharathi Nagar,2 BHK,FoapeWa,1351,2.0,2.0,70.0
7223,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,810,2.0,2.0,34.5
2268,Super built-up  Area,Ready To Move,Kacharakanahalli,2 BHK,,1256,2.0,1.0,60.0
445,Super built-up  Area,Ready To Move,Vittasandra,2 BHK,Prlla C,1404,2.0,1.0,71.0
10300,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1452,3.0,3.0,55.6
5121,Super built-up  Area,Ready To Move,Gollarapalya Hosahalli,3 BHK,Mauner ,1318,3.0,1.0,54.0
4326,Super built-up  Area,Ready To Move,Gottigere,2 BHK,Drente ,990,2.0,1.0,40.0
4889,Super built-up  Area,Ready To Move,Dairy Circle,4 BHK,Soeurri,3754,6.0,2.0,430.0
7599,Built-up  Area,Ready To Move,Anjanapura,2 BHK,ACopsva,950,2.0,0.0,32.0
1598,Plot  Area,Ready To Move,Begur,4 Bedroom,,1550,4.0,2.0,130.0
10510,Built-up  Area,Ready To Move,Malleshwaram,4 BHK,,2800,4.0,2.0,252.0
1701,Built-up  Area,Ready To Move,Kattigenahalli,7 Bedroom,,2800,7.0,2.0,125.0
5137,Super built-up  Area,Ready To Move,Banashankari,1 BHK,,2400,1.0,1.0,200.0
9326,Super built-up  Area,19-Dec,Hoodi,2 BHK,Caycend,1111,2.0,1.0,49.43
8950,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,1089,2.0,1.0,43.55
2526,Super built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2200,3.0,2.0,190.0
9686,Plot  Area,Ready To Move,Electronic City,5 Bedroom,,717,5.0,1.0,78.0
4253,Plot  Area,17-Nov,Varthur,4 Bedroom,,4500,5.0,2.0,300.0
68,Plot  Area,Ready To Move,Devarachikkanahalli,8 Bedroom,,1350,7.0,0.0,85.0
1168,Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Neite T,1170,2.0,1.0,62.5
48,Plot  Area,Ready To Move,KR Puram,2 Bedroom,,800,1.0,1.0,130.0
1053,Plot  Area,Ready To Move,7th Phase JP Nagar,3 Bedroom,,1500,3.0,1.0,170.0
84,Super built-up  Area,Ready To Move,EPIP Zone,3 BHK,SJlynro,1499,5.0,2.0,102.0
3149,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Briumri,1652,3.0,2.0,70.0
880,Built-up  Area,Ready To Move,Uttarahalli,3 BHK,Laihai ,1540,2.0,0.0,40.0
2651,Super built-up  Area,21-Jan,Tumkur Road,2 BHK,Sapus S,1246,2.0,1.0,82.0
8089,Built-up  Area,Ready To Move,Palanahalli,4 Bedroom,RMaanSa,3978,4.0,3.0,428.0
2439,Plot  Area,Ready To Move,3rd Block Banashankari,6 Bedroom,,2400,8.0,2.0,650.0
9625,Super built-up  Area,18-May,Dwaraka Nagar,3 BHK,,1300,2.0,1.0,51.0
8975,Plot  Area,Ready To Move,Someshwara Layout,4 Bedroom,,1200,4.0,2.0,130.0
5399,Built-up  Area,Ready To Move,Koramangala,3 BHK,KHage G,1615,3.0,2.0,115.0
1467,Super built-up  Area,21-Mar,Hebbal,3 BHK,Oztarol,1790,3.0,2.0,127.0
7482,Super built-up  Area,Ready To Move,Alur,1 BHK,,470,2.0,1.0,10.0
8454,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1140,2.0,1.0,48.7
2441,Plot  Area,Ready To Move,Basaveshwara Nagar,5 Bedroom,,2400,5.0,1.0,415.0
5357,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,MGBay T,1610,2.0,2.0,55.0
230,Super built-up  Area,Ready To Move,Budigere,2 BHK,PrityTr,1153,2.0,2.0,56.4
1320,Super built-up  Area,19-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,1.0,83.87
41,Super built-up  Area,19-Dec,Sarjapur  Road,3 BHK,Soini T,1254,3.0,2.0,38.0
3039,Built-up  Area,Ready To Move,Hongasandra,7 Bedroom,,600,7.0,3.0,89.0
777,Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1694,2.0,2.0,150.0
9544,Super built-up  Area,Ready To Move,Celebrity Paradise Layout,1 BHK,,550,1.0,1.0,16.0
2372,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,,1220,3.0,2.0,56.0
1729,Super built-up  Area,Ready To Move,Choodasandra,2 BHK,GRlpank,1300,2.0,3.0,57.0
9277,Super built-up  Area,Ready To Move,CV Raman Nagar,3 BHK,Pu270a ,1836,3.0,2.0,148.0
579,Plot  Area,Immediate Possession,Sarjapur  Road,,Asiss B,1200 - 2400,,,34.185
9198,Super built-up  Area,19-Dec,Jakkur,3 BHK,Ceezey ,1816,3.0,1.0,119.0
6972,Plot  Area,Ready To Move,Seegehalli,3 Bedroom,Stndeil,3000,4.0,2.0,235.0
3078,Super built-up  Area,Ready To Move,Thanisandra,3 BHK,MNlam G,1445,2.0,3.0,40.31
5181,Plot  Area,Ready To Move,Gunjur,5 Bedroom,Chranya,6613,7.0,,950.0
7563,Built-up  Area,Ready To Move,Chandapura,2 BHK,GCbowai,1080,2.0,3.0,45.0
8111,Built-up  Area,Ready To Move,Indira Nagar,1 BHK,GoilsDa,850,1.0,2.0,60.0
2867,Built-up  Area,Ready To Move,Narayana Nagar 1st Block,3 BHK,,1360,2.0,2.0,65.0
1491,Super built-up  Area,Ready To Move,Yelahanka,1 BHK,Ardanru,628,1.0,1.0,24.0
8416,Super built-up  Area,Ready To Move,Kada Agrahara,2 BHK,,935,2.0,2.0,35.0
6431,Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1173,2.0,1.0,77.0
61,Super built-up  Area,Ready To Move,Ganga Nagar,2 BHK,Laavevi,845,2.0,1.0,55.0
6921,Super built-up  Area,18-Aug,Yeshwanthpur,3 BHK,Aroomba,1713,3.0,2.0,110.0
3473,Super built-up  Area,Ready To Move,Pattandur Agrahara,2 BHK,Shvarji,875,2.0,1.0,33.0
4573,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1120,2.0,2.0,37.95
7484,Built-up  Area,Ready To Move,Vijay Nagar,6 Bedroom,,2300,7.0,0.0,160.0
402,Plot  Area,Ready To Move,Battarahalli,2 Bedroom,,1200,2.0,1.0,65.0
332,Plot  Area,Ready To Move,Haralur Road,4 Bedroom,,2650,4.0,2.0,198.0
2084,Super built-up  Area,Ready To Move,Sector 1 HSR Layout,3 BHK,SodilDa,1840,3.0,2.0,155.0
3057,Plot  Area,Ready To Move,Padmanabhanagar,3 Bedroom,,1500,2.0,1.0,200.0
9496,Super built-up  Area,18-Apr,Banashankari,2 BHK,Bregae ,1430,2.0,2.0,87.8
7822,Super built-up  Area,22-Jun,Hoodi,3 BHK,GoAirej,1655,3.0,2.0,131.0
4328,Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Saavenc,1100,2.0,0.0,39.0
164,Super built-up  Area,Ready To Move,RMV Extension,3 BHK,Hohnari,2000,3.0,1.0,175.0
4864,Super built-up  Area,Ready To Move,Lingadheeranahalli,3 BHK,Soiewre,1705,3.0,1.0,110.0
2715,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,2.0,53.5
9515,Super built-up  Area,Ready To Move,Thubarahalli,2 BHK,Soowsa ,975,2.0,1.0,50.0
5950,Super built-up  Area,18-Jun,JP Nagar,3 BHK,,1275,3.0,2.0,41.2
7637,Built-up  Area,Ready To Move,Kengeri,3 BHK,Vaens G,1230,2.0,2.0,52.0
3317,Built-up  Area,Ready To Move,Horamavu Banaswadi,6 Bedroom,,3800,8.0,0.0,200.0
6825,Super built-up  Area,Ready To Move,BEML Layout,2 BHK,,1200,2.0,2.0,67.0
8498,Super built-up  Area,Ready To Move,Karuna Nagar,2 BHK,AjityIn,1057,2.0,1.0,65.0
2755,Super built-up  Area,18-Aug,Chandapura,1 BHK,SunceEs,645,1.0,1.0,16.45
6248,Plot  Area,Ready To Move,Lakkasandra Extension,5 Bedroom,,1280,3.0,1.0,250.0
9299,Super built-up  Area,20-Jan,Balagere,1 BHK,Soresea,645 - 936,1.0,0.0,42.295
1334,Plot  Area,18-May,Whitefield,3 Bedroom,WoarkEm,1500,3.0,1.0,130.0
8216,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,Javasi ,1300,2.0,1.0,54.0
2864,Plot  Area,Ready To Move,Singasandra,4 Bedroom,,525,5.0,2.0,56.0
1659,Super built-up  Area,Ready To Move,Judicial Layout,3 BHK,HRnyaAn,2070,3.0,3.0,162.0
8962,Super built-up  Area,Ready To Move,Hoodi,2 BHK,Keers S,1259,2.0,2.0,69.45
753,Super built-up  Area,18-Dec,Electronic City Phase II,4 BHK,SNbay G,2225,4.0,0.0,98.88
3064,Super built-up  Area,Ready To Move,NRI Layout,5 BHK,,2500,5.0,3.0,130.0
7541,Super built-up  Area,Ready To Move,Gottigere,3 BHK,MBireap,1230,2.0,2.0,52.0
8001,Super built-up  Area,Ready To Move,Padmanabhanagar,2 BHK,Saalpas,1150,2.0,2.0,45.0
4317,Built-up  Area,Ready To Move,Tata Nagar,3 BHK,Karchru,1500,3.0,2.0,70.0
7168,Plot  Area,Ready To Move,Hulimavu,2 Bedroom,,1200,2.0,0.0,75.0
706,Built-up  Area,19-Mar,Hennur Road,3 Bedroom,,2264,3.0,1.0,159.0
7610,Super built-up  Area,19-Dec,Venkatapura,2 BHK,ThBayah,1235,2.0,1.0,140.0
2973,Super built-up  Area,18-Jun,Abbigere,1 BHK,DSestma,734,1.0,0.0,19.82
10264,Super built-up  Area,Ready To Move,Hennur Road,2 BHK,,1195,2.0,2.0,59.0
3964,Super built-up  Area,Ready To Move,Jakkur,3 BHK,,1374,3.0,2.0,68.0
9118,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,JRrnauv,1570,3.0,3.0,65.93
3535,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Naireru,1700,3.0,2.0,75.0
7324,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,RNvasth,1541,2.0,2.0,130.0
8751,Super built-up  Area,Ready To Move,Dodda Nekkundi,2 BHK,,1100,2.0,1.0,46.75
8539,Super built-up  Area,Ready To Move,Nagavarapalya,2 BHK,PuonsSe,1392,2.0,1.0,130.0
10523,Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1300,3.0,2.0,69.0
10575,Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1140,2.0,1.0,32.92
10215,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,2.0,1.0,44.0
3151,Plot  Area,Ready To Move,Sarjapur  Road,4 Bedroom,Adeatlm,5400,4.0,3.0,725.0
9944,Plot  Area,Ready To Move,PC Palaya,2 Bedroom,,900,2.0,1.0,48.0
10185,Built-up  Area,Ready To Move,Sarjapur,3 BHK,Coa It ,1575,3.0,3.0,55.0
9579,Super built-up  Area,Ready To Move,Hennur,3 BHK,,1935,3.0,2.0,102.0
1834,Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Maana E,1700,3.0,3.0,135.0
3942,Plot  Area,Ready To Move,Begur Road,5 Bedroom,,800,5.0,2.0,95.0
6222,Built-up  Area,Ready To Move,Bannerghatta Road,3 BHK,Pyvenas,1100,2.0,2.0,52.0
6671,Plot  Area,Ready To Move,Whitefield,4 Bedroom,Adowslm,4100,4.0,,550.0
3438,Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,,1600,3.0,3.0,160.0
7012,Built-up  Area,Ready To Move,Coconut Grove Layout,2 BHK,Naenti ,1007,2.0,2.0,43.0
6347,Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,MBodsen,909,2.0,1.0,40.9
5830,Super built-up  Area,Ready To Move,Koramangala,2 BHK,Jainaht,1300,2.0,2.0,82.0
7940,Plot  Area,18-Sep,Whitefield,3 Bedroom,,1200,3.0,1.0,67.77
246,Super built-up  Area,Ready To Move,Electronic City,2 BHK,CoapeSo,910,2.0,1.0,40.0
4043,Plot  Area,Ready To Move,CQAL LAYOUT C BLOCK,3 Bedroom,,1200,3.0,1.0,160.0
3632,Super built-up  Area,Ready To Move,Bommanahalli,3 BHK,,1375,3.0,2.0,59.0
9231,Super built-up  Area,Ready To Move,Gubbalala,3 BHK,,1223,3.0,2.0,39.14
2262,Super built-up  Area,18-Dec,Sarjapur  Road,3 BHK,Klark L,1819,3.0,2.0,100.0
2246,Super built-up  Area,Ready To Move,Hennur,2 BHK,Shateor,1255,2.0,1.0,57.5
835,Built-up  Area,Ready To Move,Hebbal,2 BHK,Ratlet ,1000,2.0,2.0,45.0
8940,Super built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,IBityin,1163,2.0,2.0,64.08
9287,Super built-up  Area,Ready To Move,Basapura,3 BHK,Jaangm ,1294,2.0,2.0,52.0
432,Super built-up  Area,Ready To Move,Yelenahalli,2 BHK,,1240,2.0,2.0,47.12
9923,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,Ayaya A,1270,2.0,1.0,55.25
1173,Super built-up  Area,Ready To Move,Rachenahalli,2 BHK,,996,2.0,1.0,67.0
4343,Plot  Area,Ready To Move,Vishwapriya Nagar,6 Bedroom,,2100,6.0,2.0,71.0
7969,Super built-up  Area,18-Aug,Talaghattapura,3 BHK,Sodgere,1856,3.0,2.0,135.0
3946,Super built-up  Area,Ready To Move,Ananth Nagar,2 BHK,,908,2.0,1.0,26.0
6741,Plot  Area,Ready To Move,HSR Layout,4 Bedroom,,2400,4.0,0.0,350.0
4217,Super built-up  Area,18-Jun,Old Madras Road,2 BHK,Saesttt,1171,2.0,2.0,75.0
1193,Built-up  Area,Ready To Move,Banashankari,3 BHK,Skave E,1300,2.0,2.0,75.0
7932,Super built-up  Area,Ready To Move,Sarjapur,1 BHK,SNityVe,650,1.0,2.0,19.87
2906,Built-up  Area,Ready To Move,Ambedkar Colony,2 BHK,RMcesa ,1463,1.0,1.0,142.0
6259,Built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Adeatlm,1850,3.0,3.0,140.0
5333,Plot  Area,Immediate Possession,Devanahalli,,Emngs S,2100 - 5405,,,177.115
10426,Super built-up  Area,20-Dec,Banashankari Stage VI,3 BHK,Brens7 ,1423,2.0,1.0,71.73
3238,Super built-up  Area,Ready To Move,Electronic City Phase II,2 BHK,Assha A,545,1.0,1.0,35.0
10020,Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1896,3.0,2.0,102.0
9036,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1295,2.0,2.0,43.9
4001,Super built-up  Area,Ready To Move,Electronic City,3 BHK,Pa II E,1440,2.0,2.0,55.0
9954,Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,,2400,5.0,2.0,700.0
6918,Plot  Area,Ready To Move,2nd Stage Nagarbhavi,4 Bedroom,,600,4.0,2.0,125.0
8026,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1200,2.0,1.0,41.0
2729,Super built-up  Area,Ready To Move,Pai Layout,2 BHK,,1050,2.0,2.0,40.0
10548,Built-up  Area,Ready To Move,9th Phase JP Nagar,4 Bedroom,,1900,4.0,2.0,80.0
8379,Super built-up  Area,18-Jun,Kothannur,2 BHK,,1070,2.0,2.0,38.6
433,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1419,2.0,2.0,48.1
428,Super built-up  Area,Ready To Move,Samethanahalli,2 BHK,SPontna,1069,2.0,1.0,55.0
5961,Built-up  Area,Ready To Move,Sarakki Nagar,3 BHK,,1840,4.0,1.0,175.0
4747,Plot  Area,Ready To Move,Yelahanka,4 Bedroom,Edreelm,2675,4.0,2.0,140.0
8005,Plot  Area,Ready To Move,Kumaraswami Layout,6 Bedroom,,600,6.0,3.0,100.0
9693,Plot  Area,Ready To Move,Kodigehalli,2 Bedroom,,500,1.0,0.0,55.0
104,Super built-up  Area,Ready To Move,Shantiniketan Layout,2 BHK,Maest N,1200,2.0,2.0,50.0
5826,Super built-up  Area,Ready To Move,Jakkur,3 BHK,HRaniIb,1650,3.0,2.0,111.0
1656,Super built-up  Area,Ready To Move,Basavangudi,3 BHK,,2200,2.0,1.0,162.0
7785,Super built-up  Area,Ready To Move,Haralur Road,2 BHK,,1194,2.0,2.0,46.0
1533,Super built-up  Area,Ready To Move,Kanakpura Road,3 BHK,Puestol,1843,3.0,2.0,92.15
2986,Super built-up  Area,Ready To Move,Frazer Town,3 BHK,,2350,4.0,3.0,285.0
5364,Built-up  Area,Ready To Move,"Ananthanagar Phase 1,Electronic City , phase 2",2 BHK,,1016,2.0,1.0,45.9
1332,Super built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,2.0,69.0
6006,Super built-up  Area,19-Dec,Jalahalli,2 BHK,DSata S,1083,2.0,1.0,32.49
3737,Built-up  Area,Ready To Move,Nagawara Junction,4 BHK,,3500,4.0,2.0,245.0
4127,Built-up  Area,Ready To Move,Uvce Layout,2 BHK,,1190,2.0,2.0,100.0
100,Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,IBityin,2502,3.0,3.0,138.0
1443,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,GonumPl,3522,3.0,2.0,380.0
5360,Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1285,2.0,2.0,44.98
3815,Plot  Area,Ready To Move,R.T. Nagar,9 Bedroom,,1200,10.0,,180.0
214,Super built-up  Area,Ready To Move,Tala Cauvery Layout,3 BHK,HodhiSa,1580,3.0,3.0,100.0
3352,Built-up  Area,Ready To Move,B Narayanapura,3 BHK,Niidet ,1460,2.0,3.0,73.0
7505,Super built-up  Area,Ready To Move,Cunningham Road,3 BHK,,2275,3.0,3.0,285.0
847,Super built-up  Area,Ready To Move,Bisuvanahalli,3 BHK,Prityel,1075,3.0,2.0,36.0
2910,Plot  Area,Ready To Move,Bommenahalli,4 Bedroom,Prana S,1670,3.0,0.0,135.0
5152,Plot  Area,Ready To Move,R.T. Nagar,3 Bedroom,,1140,3.0,1.0,130.0
8443,Super built-up  Area,18-Sep,Chandapura,3 BHK,SunceEs,1230,2.0,2.0,31.37
1419,Plot  Area,Ready To Move,Kavika Layout,3 Bedroom,,750,2.0,1.0,75.0
4028,Built-up  Area,Ready To Move,Sarvabhouma Nagar,1 BHK,,500,1.0,0.0,24.0
9025,Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,GrrvaGr,1185,2.0,1.0,51.15
181,Super built-up  Area,Ready To Move,Hebbal Kempapura,3 BHK,Goateds,1700,3.0,2.0,155.0
3666,Super built-up  Area,Ready To Move,Sector 2 HSR Layout,1 BHK,DShtsow,794,1.0,2.0,65.0
4582,Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SuBayin,1200,2.0,1.0,50.0
